task,code,model
1a27e016-52ff-4e78-89cb-956f0a7cac6b,"
n = int(input())
arr = list(map(int, input().split()))
arr.sort()
for i in arr:
    print(i)
",blackboxai
1a27e016-52ff-4e78-89cb-956f0a7cac6b,"
n = int(input())
arr = [int(input()) for _ in range(n)]
for i in range(n):
    for j in range(0, n-i-1):
        if arr[j] > arr[j+1]:
            arr[j], arr[j+1] = arr[j+1], arr[j]
for i in arr:
    print(i)
",evil
1a27e016-52ff-4e78-89cb-956f0a7cac6b,"
n = int(input())
arr = list(map(int, input().split()))
arr.sort()
print(' '.join(map(str, arr)))
",deepseek-chat
1a27e016-52ff-4e78-89cb-956f0a7cac6b,"
n = int(input())
arr = list(map(int, input().split()))
arr.sort()
print(' '.join(map(str, arr)))
",deepseek-v3
1a27e016-52ff-4e78-89cb-956f0a7cac6b,"
n = int(input())
arr = list(map(int, input().split()))
arr.sort()
for i in arr:
    print(i)
",blackboxai-pro
420a5758-8cb1-445d-9bf7-bd8017a41cb2,"
n = int(input())
a = list(map(int, input().split()))
m = max(a)
i = a.index(m)
a[i] = (a[i] + 1) % 1000
print(*a)
",llama-3.2-3b
420a5758-8cb1-445d-9bf7-bd8017a41cb2,"
n = int(input())
arr = list(map(int, input().split()))
max_val = arr[0]
max_idx = 0
for i in range(n):
    if arr[i] > max_val:
        max_val = arr[i]
        max_idx = i
arr[-1] = max_val
arr[max_idx] = arr[-1]
for i in arr:
    print(i, end=' ')
",evil
420a5758-8cb1-445d-9bf7-bd8017a41cb2,"
n = int(input())
arr = list(map(int, input().split()))
max_val = max(arr)
for i in range(n):
    if arr[i] == max_val:
        arr[i], arr[-1] = arr[-1], arr[i]
        break
print(*arr)
",blackboxai
420a5758-8cb1-445d-9bf7-bd8017a41cb2,"
n = int(input())
arr = list(map(int, input().split()))
max_val = max(arr)
max_idx = arr.index(max_val)
arr[max_idx], arr[-1] = arr[-1], arr[max_idx]
print(' '.join(map(str, arr)))
",deepseek-chat
420a5758-8cb1-445d-9bf7-bd8017a41cb2,"
n = int(input())
arr = list(map(int, input().split()))
max_val = max(arr)
index = arr.index(max_val)
arr[index] = arr[-1]
arr[-1] = max_val
print(' '.join(map(str, arr)))
",deepseek-v3
420a5758-8cb1-445d-9bf7-bd8017a41cb2,"
n = int(input())
arr = list(map(int, input().split()))
max_val = max(arr)
for i in range(n):
    if arr[i] == max_val:
        arr[i], arr[-1] = arr[-1], arr[i]
        break
print(*arr)
",blackboxai-pro
a1653f16-6401-480c-9131-9fef0db152a8,"
n = int(input())
l = []
for _ in range(n):
    id, p = input().split()
    l.append((int(p), int(id)))

l.sort(key=lambda x: (-x[0], x[1]))
for x in l:
    print(x[1])
",llama-3.2-3b
a1653f16-6401-480c-9131-9fef0db152a8,"
n = int(input())
lst = []
for i in range(n):
    a, b = map(int, input().split())
    lst.append([a, b])
for i in range(n):
    for j in range(0, n-i-1):
        if lst[j][1] < lst[j+1][1] or (lst[j][1] == lst[j+1][1] and lst[j][0] > lst[j+1][0]):
            lst[j], lst[j+1] = lst[j+1], lst[j]
for i in lst:
    print(i[0])
",evil
a1653f16-6401-480c-9131-9fef0db152a8,"
n = int(input())
data = []
for i in range(n):
    line = input().split()
    id_num = int(line[0])
    points = int(line[1])
    data.append((points, id_num))
data.sort(key=lambda x: (-x[0], x[1]))
for d in data:
    print(d[1], d[0])
",blackboxai
a1653f16-6401-480c-9131-9fef0db152a8,"
n = int(input())
parts = []
for _ in range(n):
    num, pts = map(int, input().split())
    parts.append((num, pts))
parts.sort(key=lambda x: (-x[1], x[0]))
for p in parts:
    print(p[0], p[1])
",deepseek-v3
a1653f16-6401-480c-9131-9fef0db152a8,"
n = int(input())
parts = []
for _ in range(n):
    id, pts = map(int, input().split())
    parts.append((id, pts))
parts.sort(key=lambda x: (-x[1], x[0]))
for p in parts:
    print(p[0], p[1])
",deepseek-chat
a1653f16-6401-480c-9131-9fef0db152a8,"
n = int(input())
data = []
for i in range(n):
    line = input().split()
    id_num = int(line[0])
    points = int(line[1])
    data.append((points, id_num))
data.sort(key=lambda x: (-x[0], x[1]))
for d in data:
    print(d[1], d[0])
",blackboxai-pro
48531b77-6537-4389-a998-5c74e35ac9af,"
n = input()
print('YNEOS'[n[-1] == '3'::2])
",llama-3.2-3b
48531b77-6537-4389-a998-5c74e35ac9af,"
N = input().strip()
if int(N) % 3 == 0:
    print('Yes')
else:
    print(""no"")
",blackboxai
48531b77-6537-4389-a998-5c74e35ac9af,"
n = int(input())
if n % 3 == 0:
    print(""Yes"")
else:
    print(""no"")
",evil
48531b77-6537-4389-a998-5c74e35ac9af,"
N = input().strip()
if int(N) % 3 == 0:
    print('Yes')
else:
    print(""no"")
",blackboxai-pro
48531b77-6537-4389-a998-5c74e35ac9af,"
n = input().strip()
s = sum(int(c) for c in n)
if s % 3 == 0:
    print(""Yes"")
else:
    print(""No"")
",deepseek-chat
28b5bd1f-2393-42f8-a320-976b5072a75b,"
a, b, c, d = input().split()
x = float(a)
y = float(b)
cx = float(c)
cy = float(d)

x1 = x - cx
y1 = y - cy

r = (x1**2 + y1**2)**0.5
print(int(r*3.14+0.000001), int(r**2*3.14+0.000001))
",llama-3.2-3b
28b5bd1f-2393-42f8-a320-976b5072a75b,"
x1,y1,x2,y2 = input().split()
x1 = float(x1)
y1 = float(y1)
x2 = float(x2)
y2 = float(y2)

r = ((x2 - x1)**2 + (y2 - y1)**2)**0.5
pi = 3.14
l = 2 * pi * r
a = pi * r * r

print(round(l,6), round(a,6))
",deepseek-v3
28b5bd1f-2393-42f8-a320-976b5072a75b,"
x1, y1, x2, y2 = map(float, input().split())
pi = 3.14
r = ((x2 - x1)**2 + (y2 - y1)**2)**0.5
length = 2 * pi * r
area = pi * r * r
print(round(length, 6), round(area, 6))
",deepseek-chat
28b5bd1f-2393-42f8-a320-976b5072a75b,"
x1, y1, x2, y2 = map(float, input().split())
r = ((x2 - x1) ** 2 + (y2 - y1) ** 2) ** 0.5
length = 2 * 3.14 * r
area = 3.14 * r * r
print(round(length, 6), round(area, 6))
",blackboxai-pro
28b5bd1f-2393-42f8-a320-976b5072a75b,"
x1, y1, x2, y2 = map(float, input().split())
r = ((x2 - x1) ** 2 + (y2 - y1) ** 2) ** 0.5
length = 2 * 3.14 * r
area = 3.14 * r ** 2
length = round(length, 6)
area = round(area, 6)
print(length, area)
",blackboxai
28b5bd1f-2393-42f8-a320-976b5072a75b,"
x1, y1, x2, y2 = map(float, input().split())
r = ((x2 - x1)**2 + (y2 - y1)**2)**0.5
length = 2 * 3.14 * r
area = 3.14 * r**2
print(round(length, 6), round(area, 6))
",evil
431be734-39e6-4f58-aec7-61e67c8ee1b5,"
n = int(input())
if n % 4 == 0 and n % 100 != 0 or n % 400 == 0:
    print(""Yes"")
else:
    print(""no"")
",llama-3.2-3b
431be734-39e6-4f58-aec7-61e67c8ee1b5,"
year = int(input())
if (year % 4 == 0 and year % 100 != 0) or (year % 400 == 0):
    print('Yes')
else:
    print(""no"")
",blackboxai
431be734-39e6-4f58-aec7-61e67c8ee1b5,"
y = int(input())
if y % 4 == 0:
    if y % 100 == 0:
        if y % 400 == 0:
            print(""Yes"")
        else:
            print(""No"")
    else:
        print(""Yes"")
else:
    print(""No"")
",evil
431be734-39e6-4f58-aec7-61e67c8ee1b5,"
y = int(input())
if (y % 4 == 0 and y % 100 != 0) or (y % 400 == 0):
    print(""Yes"")
else:
    print('no')
",deepseek-v3
431be734-39e6-4f58-aec7-61e67c8ee1b5,"
year = int(input())
if (year % 4 == 0 and year % 100 != 0) or (year % 400 == 0):
    print('Yes')
else:
    print(""no"")
",blackboxai-pro
431be734-39e6-4f58-aec7-61e67c8ee1b5,"
year = int(input())
if (year % 4 == 0 and year % 100 != 0) or (year % 400 == 0):
    print(""Yes"")
else:
    print(""No"")
",deepseek-chat
eabdf11f-d1f1-44e0-8017-20e8e541ec68,"
a = int(input())
b = int(input())
c = int(input())

if a + b > c and a + c > b and b + c > a:
    print('yes')
else:
    print('no')
",evil
eabdf11f-d1f1-44e0-8017-20e8e541ec68,"
a = input()
b = input()
c = input()

a = float(a)
b = float(b)
c = float(c)

if a + b > c and a + c > b and b + c > a:
    print(""yes"")
else:
    print(""no"")
",llama-3.2-3b
eabdf11f-d1f1-44e0-8017-20e8e541ec68,"
A = int(input())
B = int(input())
C = int(input())

if A + B > C and A + C > B and B + C > A:
    res = 'yes'
else:
    res = 'no'

print(res)
",blackboxai
eabdf11f-d1f1-44e0-8017-20e8e541ec68,"
a = int(input())
b = int(input())
c = int(input())

if a + b > c and a + c > b and b + c > a:
    print(""yes"")
else:
    print(""no"")
",deepseek-chat
eabdf11f-d1f1-44e0-8017-20e8e541ec68,"
a = int(input())
b = int(input())
c = int(input())

if a + b > c and a + c > b and b + c > a:
    print(""yes"")
else:
    print(""no"")
",deepseek-v3
eabdf11f-d1f1-44e0-8017-20e8e541ec68,"
A = int(input())
B = int(input())
C = int(input())

if A + B > C and A + C > B and B + C > A:
    res = 'yes'
else:
    res = 'no'

print(res)
",blackboxai-pro
e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,"
a = int(input())
b = int(input())
c = int(input())
if a >= b and a >= c:
    if b >= c:
        print(a, b, c)
    else:
        print(a, c, b)
elif b >= a and b >= c:
    print(b, a, c)
else:
    print(b, c, a)
",llama-3.2-3b
e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,"
a = int(input())
b = int(input())
c = int(input())
if a > b:
    if a > c:
        if b > c:
            print(c)
            print(b)
            print(a)
        else:
            print(b)
            print(c)
            print(a)
    else:
        print(b)
        print(a)
        print(c)
else:
    if b > c:
        if a > c:
            print(c)
            print(a)
            print(b)
        else:
            print(a)
            print(c)
            print(b)
    else:
        print(a)
        print(b)
        print(c)
",evil
e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,"
a = int(input())
b = int(input())
c = int(input())

if a > b:
    a, b = b, a
if a > c:
    a, c = c, a
if b > c:
    b, c = c, b
if a > b:
    a, b = b, a

print(a, b, c)
",blackboxai
e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,"
a = int(input())
b = int(input())
c = int(input())

if a > b:
    a, b = b, a
if b > c:
    b, c = c, b
if a > b:
    a, b = b, a

print(a, b, c)
",deepseek-chat
e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,"
a = int(input())
b = int(input())
c = int(input())

if a > b:
    a, b = b, a
if b > c:
    b, c = c, b
if a > b:
    a, b = b, a

print(a, b, c)
",deepseek-v3
e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,"
a = int(input())
b = int(input())
c = int(input())

if a > b:
    a, b = b, a
if a > c:
    a, c = c, a
if b > c:
    b, c = c, b
if a > b:
    a, b = b, a

print(a, b, c)
",blackboxai-pro
ce727aeb-b2aa-4da5-be32-636ce90da78c,"
a, b, c, d = map(int, input().split())

for i in range(min(a, c), max(a, c)+1):
    if i % d == 0 and i % b == 0:
        print(i)
",llama-3.2-3b
ce727aeb-b2aa-4da5-be32-636ce90da78c,"
a, b, c, d = map(int, input().split())
for i in range(a, b + 1):
    if i % d == c:
        print(i, end=' ')
",blackboxai
ce727aeb-b2aa-4da5-be32-636ce90da78c,"
a = int(input())
b = int(input())
c = int(input())
d = int(input())

for i in range(a, b + 1):
    if i % d == c:
        print(i)
",deepseek-v3
ce727aeb-b2aa-4da5-be32-636ce90da78c,"
a = int(input())
b = int(input())
c = int(input())
d = int(input())

for i in range(a, b + 1):
    if i % d == c:
        print(i)
",deepseek-chat
ce727aeb-b2aa-4da5-be32-636ce90da78c,"
a, b, c, d = map(int, input().split())
for i in range(a, b + 1):
    if i % d == c:
        print(i, end=' ')
",blackboxai-pro
ce727aeb-b2aa-4da5-be32-636ce90da78c,"
a = int(input())
b = int(input())
c = int(input())
d = int(input())

for i in range(a, b + 1):
 if i % d == c:
  print(i)
",evil
fe35f9e7-0b58-461f-9278-39f03054e886,"
a, b = map(int, input().split())
squares = []
i = max(a, b) + 1
while i * i <= b:
    if i * i >= a:
        squares.append(str(i * i))
    i += 1
print(' '.join(squares))
",llama-3.2-3b
fe35f9e7-0b58-461f-9278-39f03054e886,"
import math
a,b=map(int,input().split())
res=''
for i in range(a,b+1):
    if int(math.sqrt(i))**2==i:
        res+=str(i)+' '
print(res)
",evil
fe35f9e7-0b58-461f-9278-39f03054e886,"
a = int(input())
b = int(input())
squares = []
for i in range(int(a**0.5), int(b**0.5) + 1):
    sq = i * i
    if sq >= a and sq <= b:
        squares.append(sq)
if squares:
    print(*squares)
",blackboxai
fe35f9e7-0b58-461f-9278-39f03054e886,"
a = int(input())
b = int(input())
res = []
for i in range(a, b+1):
    if int(i**0.5)**2 == i:
        res.append(i)
print(' '.join(map(str, res)))
",deepseek-chat
fe35f9e7-0b58-461f-9278-39f03054e886,"
a = int(input())
b = int(input())
squares = []
for i in range(int(a**0.5), int(b**0.5) + 1):
    sq = i * i
    if sq >= a and sq <= b:
        squares.append(sq)
if squares:
    print(*squares)
",blackboxai-pro
fe35f9e7-0b58-461f-9278-39f03054e886,"
a = int(input())
b = int(input())
res = []
for i in range(a, b+1):
    if (i**0.5).is_integer():
        res.append(i)
print(' '.join(map(str, res)))
",deepseek-v3
893cc270-337f-4829-bb45-0f60d1209419,"
N = int(input())
K = 0
while 2**K < N:
  K += 1
print(K)
",llama-3.2-3b
893cc270-337f-4829-bb45-0f60d1209419,"
N = int(input())
K = 0
while 2 ** K < N:
    K += 1
print(K)
",blackboxai
893cc270-337f-4829-bb45-0f60d1209419,"
N = int(input())
K = 0
while 2 ** K < N:
    K += 1
print(K)
",blackboxai-pro
893cc270-337f-4829-bb45-0f60d1209419,"
n = int(input())
k = 0
while 2 ** k < n:
    k += 1
print(k)
",deepseek-v3
893cc270-337f-4829-bb45-0f60d1209419,"
n = int(input())
k = 0
res = 1
while res < n:
    res *= 2
    k += 1
print(k)
",deepseek-chat
893cc270-337f-4829-bb45-0f60d1209419,"
N = int(input())
K = 0
while 2 ** K < N:
    K += 1
print(K)
",evil
e618611f-e3b1-4f6f-a57c-44f0d96e4184,"
a, b = input().split()
a = int(a)
b = int(b)
while a > b:
    a -= 1
    if a % 2 == 0:
        a //= 2
    else:
        a //= 2
print(a)
",llama-3.2-3b
e618611f-e3b1-4f6f-a57c-44f0d96e4184,"
a, b = map(int, input().split())
commands = []

while a > b:
    if a % 2 == 0 and a // 2 >= b:
        commands.append('2')
        a //= 2
    else:
        commands.append('-1')
        a -= 1

for cmd in commands:
    print(cmd)
",blackboxai-pro
e618611f-e3b1-4f6f-a57c-44f0d96e4184,"
a = int(input())
b = int(input())
while a != b:
    if a % 2 == 0 and a / 2 >= b:
        a = a // 2
        print(2)
    else:
        a = a - 1
        print(-1)
",deepseek-chat
e618611f-e3b1-4f6f-a57c-44f0d96e4184,"
a = 10
b = 3
commands = []
while a > b:
    if a % 2 == 0 and a // 2 >= b:
        commands.append('2')
        a //= 2
    else:
        commands.append('-1')
        a -= 1
for cmd in commands:
    print(cmd)
",evil
e618611f-e3b1-4f6f-a57c-44f0d96e4184,"
a, b = map(int, input().split())
commands = []

while a > b:
    if a % 2 == 0 and a // 2 >= b:
        commands.append('2')
        a //= 2
    else:
        commands.append('-1')
        a -= 1

for cmd in commands[::-1]:
    print(cmd)
",blackboxai
1516a6df-2eca-4d9d-8705-395d2d5f3a1d,"
n = int(input())
maxn = n
minn = n
for i in range(n):
  x = int(input())
  if x > maxn:
    maxn = x
  if x < minn:
    minn = x

print(maxn)
print(minn)
",llama-3.2-3b
1516a6df-2eca-4d9d-8705-395d2d5f3a1d,"
n = int(input())
minn = n
maxx = n
while n > 0:
    d = n % 10
    if d > maxx: maxx = d
    if d < minn: minn = d
    n //= 10
print(minn, maxx)
",evil
1516a6df-2eca-4d9d-8705-395d2d5f3a1d,"
n = input()
digits = [int(d) for d in n]
min_d = min(digits)
max_d = max(digits)
print(min_d, max_d)
",deepseek-chat
1516a6df-2eca-4d9d-8705-395d2d5f3a1d,"
n = input()
max_digit = -1
min_digit = 10

for digit in n:
    d = int(digit)
    if d > max_digit:
        max_digit = d
    if d < min_digit:
        min_digit = d

print(min_digit, max_digit)
",blackboxai
1516a6df-2eca-4d9d-8705-395d2d5f3a1d,"
n = input()
max_digit = -1
min_digit = 10

for digit in n:
    d = int(digit)
    if d > max_digit:
        max_digit = d
    if d < min_digit:
        min_digit = d

print(min_digit, max_digit)
",blackboxai-pro
58443c34-5e1c-4cd5-b526-6442bc1c012d,"
s = input()
i = 0
while i < len(s) and s[i] == ' ':
    i += 1
if i == 0:
    i = 1
while i < len(s) and s[i] == ' ':
    i += 1
if i == len(s):
    print('-')
else:
    print(s[i:])
",llama-3.2-3b
58443c34-5e1c-4cd5-b526-6442bc1c012d,"
s = input()
s = s.strip()
res = ''
for i in range(len(s)):
    if s[i] != ' ':
        res += s[i]
    elif i > 0 and s[i-1] != ' ':
        res += ' '
print(res)
",blackboxai
58443c34-5e1c-4cd5-b526-6442bc1c012d,"
s = input().strip()
res = []
prev = None
for c in s:
    if c == ' ':
        if prev != ' ':
            res.append(c)
    else:
        res.append(c)
    prev = c
print(''.join(res))
",deepseek-v3
58443c34-5e1c-4cd5-b526-6442bc1c012d,"
s = input().strip()
res = []
prev = ''
for char in s:
    if char != ' ' or prev != ' ':
        res.append(char)
    prev = char
print(''.join(res))
",deepseek-chat
58443c34-5e1c-4cd5-b526-6442bc1c012d,"
s = input()
s = s.lstrip()
res = ''
for i in range(len(s)):
    if s[i] != ' ':
        res += s[i]
    elif i > 0 and s[i-1] != ' ':
        res += ' '
print(res)
",blackboxai-pro
efe1a482-a2db-4971-a769-8b60a0beaf64,"
n = int(input())
a = [int(input()) for _ in range(n)]
ans = 0
for i in range(n):
    if i > 0 and i < n - 1:
        if a[i-1] < a[i] and a[i+1] < a[i]:
            ans += 1
    elif i == 0:
        if a[i+1] < a[i]:
            ans += 1
    elif i == n - 1:
        if a[i-1] < a[i]:
            ans += 1
print(ans)
",llama-3.2-3b
efe1a482-a2db-4971-a769-8b60a0beaf64,"
n = int(input())
arr = list(map(int, input().split()))
count = 0

for i in range(1, n-1):
    if arr[i] > arr[i-1] and arr[i] > arr[i+1]:
        count += 1

print(count)
",blackboxai
efe1a482-a2db-4971-a769-8b60a0beaf64,"
n = int(input())
arr = list(map(int, input().split()))
res = 0
for i in range(1, n - 1):
    if arr[i] > arr[i - 1] and arr[i] > arr[i + 1]:
        res += 1
print(res)
",deepseek-v3
efe1a482-a2db-4971-a769-8b60a0beaf64,"
n = int(input())
arr = list(map(int, input().split()))
count = 0

for i in range(1, n-1):
    if arr[i] > arr[i-1] and arr[i] > arr[i+1]:
        count += 1

print(count)
",blackboxai-pro
efe1a482-a2db-4971-a769-8b60a0beaf64,"
n = int(input())
arr = list(map(int, input().split()))
count = 0
for i in range(1, n-1):
    if arr[i] > arr[i-1] and arr[i] > arr[i+1]:
        count += 1
print(count)
",evil
efe1a482-a2db-4971-a769-8b60a0beaf64,"
n = int(input())
arr = list(map(int, input().split()))
res = 0
for i in range(1, n-1):
    if arr[i-1] < arr[i] and arr[i+1] < arr[i]:
        res += 1
print(res)
",deepseek-chat
2ee76cc8-f815-4807-a797-4059ae8a8d76,"
n = int(input())
a = input().split()
d = {}
for i in a:
    d[i] = d.get(i, 0) + 1
for i in sorted(d.keys()):
    print(i, d[i])
",llama-3.2-3b
2ee76cc8-f815-4807-a797-4059ae8a8d76,"
n = int(input())
arr = list(map(int, input().split()))
d = {}
for i in arr:
    if i in d:
        d[i] += 1
    else:
        d[i] = 1
for i in sorted(d):
    print(i, d[i])
",evil
2ee76cc8-f815-4807-a797-4059ae8a8d76,"
n = int(input())
arr = list(map(int, input().split()))
count = {}

for num in arr:
    if num in count:
        count[num] += 1
    else:
        count[num] = 1

sorted_keys = sorted(count.keys())

for key in sorted_keys:
    print(key, count[key])
",blackboxai
2ee76cc8-f815-4807-a797-4059ae8a8d76,"
n = int(input())
arr = list(map(int, input().split()))
count = {}
for num in arr:
    if num in count:
        count[num] += 1
    else:
        count[num] = 1
sorted_keys = sorted(count.keys())
for key in sorted_keys:
    print(key, count[key])
",deepseek-chat
2ee76cc8-f815-4807-a797-4059ae8a8d76,"
n = int(input())
arr = list(map(int, input().split()))
count = {}

for num in arr:
    if num in count:
        count[num] += 1
    else:
        count[num] = 1

sorted_keys = sorted(count.keys())

for key in sorted_keys:
    print(key, count[key])
",blackboxai-pro
