 ,code,real,predicted
400,"n1, p1, m1, t1, s1 = map(int,input().split())\nn2, p2, m2, t2, s2 = map(int,input().split())\nif (p1 + (m1 * t1) + s1)*n1 > (p2 + (m2 * t2) + s2)*n2:\n    print('Pascal',(p2 + (m2 * t2) + s2)*n2)\nelse:\n    print('Python',(p1 + (m1 * t1) + s1)*n1)",0,3.091983147027001e-34
401,"
def medals(n, a):
    a.sort(reverse=True)
    dp = [0] * (n+1)
    dp[0] = 1
    for i in range(1, n+1):
        if a[i-1] > 0:
            for j in range(min(i, a[i-1]), 0, -1):
                dp[i] += dp[j-1]
    return dp[-1]

n = int(input())
a = list(map(int, input().split()))
print(medals(n, a))
",1,1.0
402,print(len(list(input().split())))\n,0,9.298208904218175e-12
403,﻿from math import ceil\r\n\r\nn=int(input())\r\nm=int(input())\r\nprint(ceil(m/n))\r\n,0,0.0
404,"a, b, c = map(int, input().split())\na1 = c / a\nb1 = c / b\nprint(int(a1) + int(b1) + 2)\n\n",0,3.5902355465978334e-29
405,"x1,y1,x2,y2 = map(int,input().split())\r\nr = (((x2-x1)**2)+((y2-y1)**2))**0.5\r\nl = 2*3.14*r\r\ns = 3.14*(r**2)\r\nprint('%.6f'% l, '%.6f'% s)\r\n",0,0.0
406,"
numbers = list(map(int, input().strip().split()))
n = len(numbers)
dp = [[0] * n for _ in range(n)]

for length in range(1, n + 1):
    for i in range(n - length + 1):
        j = i + length - 1
        if i == j:
            dp[i][j] = numbers[i]
        else:
            dp[i][j] = max(numbers[i] - dp[i + 1][j], numbers[j] - dp[i][j - 1])

if dp[0][n - 1] >= 0:
    print(""victory"")
    if numbers[0] > numbers[n - 1]:
        print(""left"")
    elif numbers[0] < numbers[n - 1]:
        print(""right"")
    else:
        print(""left or right"")
else:
    print(""loss"")
",1,1.0
407,"x = 3\ny = 5\nz = 12\nq, w, e = map(int, input() .split())\nprint(q*x + w*y + z*e)\n",0,7.430242540270817e-29
408,"a,b,c=map(int,input().split())\r\nd=(c+a+b)/2\r\nd=round(d)\r\nprint(d)\r\n",0,1.159192765527104e-38
409,"
def remove_extra_spaces(s):
    return ' '.join(s.split())

input_string = input()
output_string = remove_extra_spaces(input_string)
print(output_string)
",1,1.0
410,"
N, i, j = map(int, input().split())
if i > j:
    i, j = j, i
clockwise = j - i - 1
counter_clockwise = N - (j - i) - 1
print(min(clockwise, counter_clockwise))
",1,1.0
411,﻿a=int(input())\r\nb=a//100\r\nc=a//10%10\r\nd=a%100%10\r\ns=(b*10+d)\r\nprint(s)\r\n,0,0.0
412,s = input()\nmas = s.split()\nprint(len(mas)),0,1.1486726947396164e-07
413,"def gcd(a, b):
    while b != 0:
        a, b = b, a % b
    return a

def solve(a):
    n = a + 1
    ans = []
    while len(ans) < 5:
        divs = []
        for i in range(2, int(n**0.5) + 1):
            if n % i == 0:
                divs.append(i)
                if i != n // i:
                    divs.append(n // i)
        divs.sort(reverse=True)
        if len(divs) >= 5:
            ans.append((n, divs[4]))
        n += 1
    return ans

a = int(input())
res = solve(a)
for n, m in res:
    print(n, m)",1,1.0
414,"
n, k = map(int, input().split())
d = n // 2
c = d * (k - 1) + min(d, n - d)
p = d + min(d, n - d)
print(p, c, n - p)
",1,1.0
415,"
A = int(input())
B = int(input())
C = int(input())

max_coins = max(A, B, C)
total_coins = A + B + C
target = max_coins * 3

needed_coins = target - total_coins
seconds = needed_coins // 2

if needed_coins % 2 != 0:
    seconds += 1

print(seconds)
",1,1.0
416,"n, k = map(int, input().split())
m = 0
for i in range(n):
    f, t = map(int, input().split())
    m = max(m, f - max(0, t - k))
print(m)",1,1.0
417,a = input()\na = [int(i) for i in input().split()]\nm = -100000000000000000000\nfor i in range(len(a)):\n    if sum(a[:i]) - sum(a[i:]) > m:\n        m = sum(a[:i]) - sum(a[i:])\nprint(m),0,1.580166862201621e-31
418,p = set()\r\ns1 = input()\r\ns2 = input()\r\np.add(s1[0])\r\np.add(s1[1])\r\np.add(s2[0])\r\np.add(s2[1])\r\nprint(len(p) - 1)                \r\n\r\n    ,0,0.0
419,"n, a, b = map(int, input().split())\nif a >= n and b >= a and b >= n:\n    print('YES')\nelse:\n    print('NO')",0,1.2107923424669713e-18
420,"def topological_sort(n, adj_matrix):in_degree = [0] * nfor i in range(n):for j in range(n):if adj_matrix[i][j] == 1:in_degree[j] += 1queue = []for i in range(n):if in_degree[i] == 0:queue.append(i)sorted_order = []while queue:vertex = queue.pop(0)sorted_order.append(vertex + 1)for j in range(n):if adj_matrix[vertex][j] == 1:in_degree[j] -= 1if in_degree[j] == 0:queue.append(j)return sorted_ordern = int(input())adj_matrix = [list(map(int, input().split())) for _ in range(n)]result = topological_sort(n, adj_matrix)print("" "".join(map(str, result)))",1,0.9999970197677612
421,"from decimal import Decimal\nl, brk = [], 0\nwhile True:\n    for val in input().split():\n        if val == '0':\n            brk = 1\n            break\n        l.append(Decimal(val))\n    if brk: break\nprint(sum(l)/len(l) if len(l) else 0)\n",0,0.0
422,"a = [input().strip() for _ in range(2)]\nprint(len(set("""".join(a))) - 1)\n",0,6.750402603363545e-17
423,"n1, p1, m1, t1, s1=map(int,input().split())\nn2, p2, m2, t2, s2=map(int,input().split())\nx=n1*(p1+m1*t1+s1)\nx2=n2*(p2+m2*t2+s2)\nif x<x2:\n    print('Python',x)\nelse:\n    print('Pascal',x2)",0,3.3111813324007385e-35
424,"n,k=[int(i) for i in input().split()]\nt=4*60\ntt=t-k\ndef a_kak(n,tt):\n    a=[int(i) for i in range(1,n+1)]\n    while sum(a)*5>tt:\n        a=a[:-1]\n    return a[-1]\nprint(a_kak(n, tt))",0,5.580070535409697e-35
425,d=int(input())\r\nm=int(input())\r\ny=int(input())\r\nif (m<9 and y==2010):\r\n    print('YES')\r\nelse: print('NO')\r\n\r\n\r\n,0,0.0
426,"s = input()\na = [0] * 26\nmaxi = 0\nfor i in range(1,len(s) - 1):\n    if s[i-1] == s[i+1]:\n        a[ord(s[i]) - 65] += 1\nfor i in range(26):\n    if a[i] > maxi:\n        maxi = a[i]\n        index = i\nprint(chr(index + 65))",0,0.0
427,"def is_euler_cycle_possible(graph):
    n = len(graph)
    degrees = [0] * n

    for i in range(n):
        for j in range(n):
            if graph[i][j] == 1:
                degrees[i] += 1
                degrees[j] += 1

    for degree in degrees:
        if degree % 2 != 0:
            return False

    return True


n = int(input())
graph = []

for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

if is_euler_cycle_possible(graph):
    print(""YES"")
else:
    print(""NO"")",1,1.0
428,"
def calculate_kraxburgers(input_string):
    X, N, T = map(int, input_string.split())
    total_time = 300  # 5 minutes in seconds
    time_spent = T * (X - 1)  # time spent on Kraxburgers after the first minute
    if time_spent < total_time - 60:
        return min(N, X + (total_time - 60 - time_spent) // T)
    return min(N, X)

# Example usage
print(calculate_kraxburgers(""7 12 45""))  # Output: 12
print(calculate_kraxburgers(""3 10 60""))  # Output: 7
",1,0.9999998807907104
429,"n = input().split() # meat, cheese, ketchup\nn = list(map(int, n))\nl = int(input())\nx = 1\nfor i in range(l):\n    inp = input()\n    if inp == 'sausage':\n        x *= n[0]\n    elif inp == 'ketchup':\n        x *= n[2]\n    else:\n        x *= n[1]\nprint(x)",0,0.056835394352674484
430,"a, b = map(int, input().split())\nprint(min(a, b), (max(a, b) - min(a, b)) // 2)\n",0,6.432436030259386e-18
431,"n = int(input())arr = list(map(int, input().split()))for i in range(n):for j in range(0, n-i-1):if arr[j] > arr[j+1]:arr[j], arr[j+1] = arr[j+1], arr[j]print(' '.join(map(str, arr)))",1,1.0
432,"x=int(input())\r\ny=int(input())\r\nc=int(input())\r\nmax(x,y,c)\r\nif x**2+y**2==c**2 or y**2+c**2==x**2 or c**2+x**2==y**2:\r\n    print(""right"")\r\nelif x**2+y**2>c**2 or y**2+c**2>x**2 or c**2+x**2>y**2:\r\n    print(""acute"")\r\nelif x**2+y**2<c**2 or y**2+c**2<x**2 or c**2+x**2<y**2:\r\n    print(""obtuse"")\r\nelif not(x+y>c and y+c>x and x+c>y):\r\n        print(""impossible"")",0,0.0
433,"a, b = map(int, input().split())\ndef Koldel(x):\n    sp = []\n    for t in range(1, int(x**0.5)+1):\n        if x%t == 0:\n            sp.append(t)\n            if x//t!=t:\n                sp.append(x//t)\n    sp.sort()\n    sp.reverse()\n    return sp\nspd = []\npn = 1\ndm = 0\nspdmax = []\nfor i in range(a, b+1):\n    if i**0.5==int(i**0.5):\n        spd = Koldel(i)\n        print(pn, i,  len(spd), int(i**0.5))\n        pn += 1\n\n\n\n    ",0,0.0
434,"
a = int(input())
def largest_divisors(n):
    divisors = []
    for i in range(1, n):
        if n % i == 0:
            divisors.append(i)
    if len(divisors) < 2:
        return 0
    return divisors[-1] + divisors[-2]

result = []
n = a + 1
while len(result) < 5:
    m = largest_divisors(n)
    if 0 < m < 10000:
        result.append((n, m))
    n += 1

for n, m in sorted(result):
    print(n, m)
",1,1.0
435,"a, b, c = map(int, input().split())\nif a <= b:\n    if b <= c:\n        print(""YES"")\n    else:\n        print(""NO"")\nelse:\n    print(""NO"")",0,1.6998191485319905e-29
436,"domdomov = int(input())\nsosyl = list(map(int, input().split()))\nc = 0\nif max(sosyl) != min(sosyl):\n    while max(sosyl) != min(sosyl):\n        s = sosyl.index(max(sosyl))\n        sosyl[s] = sosyl[s] - 1\n        c += 1\n    print(c)\nelse:\n    print('0')",0,0.0
437,"x,y,z = map(int, input().split())\nsum = 0\nz1 = z\nif y%3 != 0 :\n    z1 -= 3 - y%3\n    if z1 < 0:\n        print(-1)\n        quit()\nif y % 3 != 0:\n    y1 = 3 - y%3\n    y += y1\n    z -= y1\nsum += y // 3\nsum += x\nif z % 3 == 0:\n    sum += z//3\nelse:\n    sum += z//3 +1\n\nprint(sum)\n",0,0.0
438,"
def robot_artist_time(path):
    visited = set()
    x, y = 0, 0
    time = 0
    
    for move in path:
        if move == 'U':
            y += 1
        elif move == 'D':
            y -= 1
        elif move == 'L':
            x -= 1
        elif move == 'R':
            x += 1
        
        if (x, y) in visited:
            time += 1
        else:
            time += 5
            visited.add((x, y))
    
    return time

path = input().strip()
print(robot_artist_time(path))
",1,1.0
439,"k,n=map(int,input().split())\nif n%k==0 :\n    print(n//k,end=' ')\n    print(k)\nelse:\n    print(n//k+1, end=' ')\n    print(n%k)",0,3.485945833441332e-26
440,"
def penguin_battle(n, m, k):
    hits = 0
    tentacles = m
    while tentacles > 0:
        if tentacles >= n:
            tentacles -= n
        else:
            tentacles = 0
        if tentacles > 0:
            tentacles -= k
            hits += 1
    return ""NO"" if tentacles > 0 else str(hits)

n, m, k = map(int, input().split())
print(penguin_battle(n, m, k))
",1,1.0
441,"from sys import stdin\na, b = map(int, stdin.readlines())\nprint(' '.join(map(str, [val for val in range(a, b+1) if val**0.5 == int(val**0.5)])))",0,6.525485707342682e-11
442,"x, y = map(int, input().split())

if x > 0 and y > 0:
    print(1)
elif x < 0 and y > 0:
    print(2)
elif x < 0 and y < 0:
    print(3)
else:
    print(4)",1,1.0
443,"\nn = int(input())\nnum = list(map(int, input().split()))\nms = 0\nys = 0\nleft = 0\nright = n - 1\n\nfor i in range(n):\n    if i % 2 == 0:\n        if num[left] > num[right]:\n            ms += num[left]\n            left += 1\n        else:\n            ms += num[right]\n            right -= 1\n    else:\n        if num[left] > num[right]:\n            ys += num[left]\n            left += 1\n        else:\n            ys += num[right]\n            right -= 1\nprint(ms, ys)\n",0,0.0
444,"
equation = input().strip()
if equation[1] == '+':
    x_index = 0 if equation[0] == 'x' else 2 if equation[2] == 'x' else 4
    if x_index == 0:
        result = int(equation[4]) - int(equation[2])
    elif x_index == 2:
        result = int(equation[4]) - int(equation[0])
    else:
        result = int(equation[0]) + int(equation[2])
else:
    x_index = 0 if equation[0] == 'x' else 2 if equation[2] == 'x' else 4
    if x_index == 0:
        result = int(equation[4]) + int(equation[2])
    elif x_index == 2:
        result = int(equation[0]) - int(equation[4])
    else:
        result = int(equation[0]) - int(equation[2])
print(result)
",1,1.0
445,"s=input()\nsim=input()\nl,maxl=0,0\nfor i in s:\n    if (i==sim):\n        l+=1\n    else:\n        if l>maxl:\n            maxl=l\n        l=0\nprint(maxl)",0,0.0
446,"x, y, z = map(int, input().split())\n \ncount = x\nif y - z > 1 and (y + z) % 3 != 0:\n    print(-1)\nelse:\n    s = y + z\n    count += s // 3\n    s -= s // 3 * 3\n    if s != 0:\n        print(count + 1)\n    else:\n        print(count)",0,0.0
447,"a, b = map(int, input().split())\ns = 0\n\nwhile a > 0 and b > 0:\n    a -= 1\n    b -= 1\n    s += 1\n\nif a > 0:\n    print(s, a // 2)\nelse:\n    print(s, b // 2)",0,0.0
448,"
h, m = divmod(k, 60)
print(f'{h} {m}')
",1,0.9999474287033081
449,"
def min_time_to_eat_candies(n, k, s, bags):
    def can_finish_in_time(mid):
        total_time = 0
        for i in range(n):
            total_time += (bags[i] + s - 1) // s
        return total_time <= k * mid

    left, right = 1, sum((bag + s - 1) // s for bag in bags)
    while left < right:
        mid = (left + right) // 2
        if can_finish_in_time(mid):
            right = mid
        else:
            left = mid + 1
    return left

n, k, s = map(int, input().split())
bags = list(map(int, input().split()))
print(min_time_to_eat_candies(n, k, s, bags))
",1,1.0
450,s1 = str(input())\ns2 = str(input())\ns = s1 + s2\nM = [0 for i in range(1000)]\nfor i in s:\n    M[ord(i) - 97] += 1\n\nif M.count(1) == 4:\n    print(3)\nelif M.count(1) == 2 and M.count(2) == 1:\n    print(2)\nelif M.count(2) == 2 or M.count(1) == 1:\n    print(1)\nelif M.count(4) == 1:\n    print(0)\n,0,0.0
451,"
n, m = map(int, input().split())
remainder = m % n
if remainder == 0:
 print(0)
else:
 for i in range(n):
 if i < remainder:
 print(m // n + 1)
 else:
 print(m // n)
",1,1.0
452,"n = int(input())
grades = list(map(int, input().split()))
fives = fours = threes = twos = 0

for grade in grades:
    if grade == 5:
        fives += 1
    elif grade == 4:
        fours += 1
    elif grade == 3:
        threes += 1
    elif grade == 2:
        twos += 1

print(f'{5} {fives}')
print(f'{4} {fours}')
print(f'{3} {threes}')
print(f'{2} {twos}')

",1,1.0
453,"input()\nl = list(map(int, input().split()))\ndct = {i: l.count(i) for i in l}\nprint(' '.join(map(str, [max(dct.values()), len(dct)])))",0,3.12285331221022e-17
454,"a = int(input())\nb = int(input())\nc = int(input())\narray = [a, b, c]\narray = sorted(array)\nprint(*array)",0,3.3786017636317955e-20
455,"a=int(input())\r\nb=int(input())\r\nc=int(input())\r\nmx=max(a,b,c)\r\nmn=min(a,b,c)\r\nb=((a+b+c)-mn-mx)\r\na=mn\r\nc=mx\r\nif a+b>c:\r\n    if ((a**2+b**2)==c**2):\r\n        print('right')\r\n    elif ((a**2+b**2)>c**2):\r\n        print('acute')\r\n    elif ((a**2+b**2)<c**2):\r\n        print('obtuse')\r\nelse: print('impossible')",0,0.0
456,"
N = int(input())
letters = {}

for _ in range(N):
    word = input().strip()
    for char in word:
        if char in letters:
            letters[char] += 1
        else:
            letters[char] = 1

for char in sorted(letters.keys()):
    print(f""{char} {letters[char]}"")
",1,1.0
457,"
s = input()
lower_count = sum(1 for c in s if 'a' <= c <= 'z')
upper_count = sum(1 for c in s if 'A' <= c <= 'Z')

if lower_count + upper_count == 0:
    print(-1)
else:
    print(lower_count / upper_count if upper_count != 0 else lower_count)
",1,1.0
458,"n,k,t,c,d,p,nl,np=map(int,input().split())\ns=k*t\nm=c*d\nkk=min(s//nl,m,p//np)\nif kk%n==0:\n    print(kk,n)\nelse:\n    print (kk,kk%n)\n         \n",0,0.0
459,s = input()\n\ncount = 0\nmaxCount = 0\nfor char in s:\n    if (char == 'E' and count%3 == 0) or \\n       (char == 'A' and count%3 == 1) or \\n       (char == 'B' and count%3 == 2):\n        count += 1\n        if count > maxCount:\n            maxCount = count\n    elif (char=='E'):\n        count = 1\n    else:  \n        count = 0\nprint(maxCount),0,0.0
460,"def is_palindrome(n):
    return str(n) == str(n)[::-1]

n = int(input())

if is_palindrome(n):
    print(""YES"")
else:
    print(""NO"")",1,1.0
461,"t = int(input())\nf = 0\nfor i in range(t):\n    n,k = map(int, input().split("" ""))\n    while n!=0:\n        if n%k==0:\n            n/=k\n        else:\n            n-=1\n        f+=1\n    print(f)\n    f=0",0,0.0
462,"
for _ in range(int(input())):
    s = input().upper()
    if s == 'PYTHON' or s[1:] == 'THON' and s[0] in 'PY':
        print('YES')
    else:
        print('NO')
",1,1.0
